DATE_TIME_STAMP_Begin,DATE_TIME_STAMP_End,EVENT_ROW_ID_Begin,EVENT_ROW_ID_End,FO_ROW_ID,ResTk,USER_ID_Begin,USER_ID_End,WBS
2022-11-04 08:55:55,2022-11-04 17:11:32,946382911,946510328,2172,4167594,stass,kim19,32005/01299
2022-11-04 16:31:09,2022-11-04 17:24:42,946500113,946512688,10907,N/a,claeseng,claeseng,38199/01951
2022-11-04 15:01:59,2022-11-04 18:47:30,946474577,946554949,16067,4167518,agiann70,agiann70,31299/01284
2022-10-31 11:21:40,2022-11-04 19:59:59,945445011,946564928,20374,4167081,meulem85,kiladz81,43001/43181
2022-11-04 13:38:49,2022-11-04 20:55:23,946448107,946572964,10087,4168208,gompou79,scheven,36003/36503
2022-11-04 13:28:20,2022-11-04 21:12:23,946445854,946574578,13186,4168223,vdweeg61,landsh18,32299/00352
2022-11-04 18:53:54,2022-11-04 21:35:59,946555508,946579675,20579,N/a,claeseng,billin72,31199/00651
2022-11-04 11:26:08,2022-11-04 21:36:04,946416542,946579691,5443,N/a,dusar,billin72,98300/14175
2022-11-04 19:00:22,2022-11-04 21:50:50,946555898,946582178,10907,N/a,sterke41,sterke41,39320/36502
2022-11-04 13:36:25,2022-11-04 22:03:01,946447810,946582788,1073,4167542,ceulem72,ceulem72,32102/01048
2022-11-04 18:08:19,2022-11-04 23:01:45,946538265,946590257,3860,4168337,gooris43,gooris43,32299/31838
2022-11-04 22:02:06,2022-11-04 23:43:36,946582749,946599101,4926,N/a,vdstaey,vdstaey,39320/36502
2022-11-04 10:39:28,2022-11-05 00:49:51,946406743,946611151,8487,4168084,vegava72,jaspers,30990/32063
2022-11-04 22:06:12,2022-11-05 01:43:14,946582965,946614845,10907,N/a,derudd92,derudd92,39320/36502
2022-11-05 03:00:01,2022-11-05 05:50:14,946623207,946638936,20568,N/a,konecn85,konecn85,38199/02252
2022-11-04 23:32:55,2022-11-05 05:50:32,946596554,946638948,20579,N/a,konecn85,derudd92,31499/00379
2022-11-05 03:17:30,2022-11-05 05:56:55,946625680,946639672,10907,N/a,vrebos45,vrebos45,39320/36502
2022-11-05 00:20:07,2022-11-05 06:15:12,946606477,946640676,5443,N/a,vdstaey,vdstaey,39320/36502
2022-11-04 14:44:59,2022-11-05 06:43:43,946470044,946641209,23981,4167314,sinha70,1f8psvc,31499/00379
2022-11-05 09:56:09,2022-11-05 11:21:58,946671755,946683137,8847,4168287,han41,han41,36671/01224
2022-11-05 08:42:23,2022-11-05 11:39:56,946661427,946685529,22439,4168624,gomezg80,gomezg80,39424/01224
2022-11-05 10:56:41,2022-11-05 11:44:00,946680337,946685933,5443,N/a,stiersj,stiersj,38199/01490
2022-11-05 09:39:38,2022-11-05 11:59:39,946670158,946690096,3838,4168408,vdveld25,vdveld25,39424/01224
2022-11-05 06:45:41,2022-11-05 12:48:08,946641348,946698165,10907,N/a,verhoevj,verhoevj,36003/36503
2022-11-05 11:37:42,2022-11-05 14:01:40,946685414,946709007,12107,4168192,vbelle62,vbelle62,36003/01224
2022-11-05 10:01:19,2022-11-05 14:10:07,946672487,946709877,264,N/a,gomezg80,gomezg80,39424/01224
2022-11-05 09:55:00,2022-11-05 15:05:13,946671705,946716059,4926,N/a,dusar,verhoevj,43013/97275
2022-11-05 16:06:33,2022-11-05 17:31:26,946722546,946730457,22450,4168193,vbelle62,vbelle62,36003/01224
2022-11-05 06:32:56,2022-11-05 18:05:01,946640820,946745814,20579,N/a,peeter11,peeter11,36003/36502
